filename,class,xmin,ymin,xmax,ymax
Cats_Test1132.png,dog,1,20,386,321
Cats_Test1133.png,dog,106,91,248,182
Cats_Test1134.png,dog,28,125,216,262
Cats_Test1135.png,dog,117,114,199,206
Cats_Test1136.png,dog,255,81,358,218
Cats_Test1137.png,dog,158,9,410,260
Cats_Test1138.png,dog,25,29,162,190
Cats_Test1139.png,dog,157,46,263,181
Cats_Test114.png,cat,206,35,406,187
Cats_Test1140.png,dog,29,12,238,243
Cats_Test1141.png,dog,162,45,291,145
Cats_Test1142.png,dog,152,55,257,143
Cats_Test1143.png,dog,219,19,438,329
Cats_Test1144.png,dog,51,1,389,358
Cats_Test1145.png,dog,189,40,302,204
Cats_Test1146.png,dog,61,81,217,197
Cats_Test1147.png,dog,137,25,285,158
Cats_Test1148.png,dog,47,85,101,155
Cats_Test1149.png,dog,143,18,309,169
Cats_Test115.png,cat,29,25,164,159
Cats_Test1150.png,dog,56,12,176,164
Cats_Test1151.png,cat,323,83,492,217
Cats_Test1152.png,dog,183,76,265,201
Cats_Test1153.png,dog,234,79,454,281
Cats_Test1154.png,dog,192,9,419,248
Cats_Test1155.png,dog,287,157,364,250
Cats_Test1156.png,dog,182,54,285,156
Cats_Test1157.png,dog,169,52,364,221
Cats_Test1158.png,dog,164,76,362,232
Cats_Test1159.png,dog,170,1,382,262
Cats_Test116.png,dog,47,19,370,294
Cats_Test1160.png,dog,288,76,498,299
Cats_Test1161.png,dog,43,25,273,216
Cats_Test1162.png,cat,253,24,316,104
Cats_Test1163.png,dog,71,28,333,189
Cats_Test1164.png,dog,167,38,342,253
Cats_Test1165.png,dog,115,95,414,292
Cats_Test1166.png,cat,108,41,289,194
Cats_Test1167.png,dog,40,96,305,374
Cats_Test1168.png,dog,118,111,288,295
Cats_Test1169.png,cat,145,35,376,252
Cats_Test117.png,cat,119,26,353,217
Cats_Test1170.png,dog,198,55,302,187
Cats_Test1171.png,dog,48,76,184,235
Cats_Test1172.png,cat,133,1,228,91
Cats_Test1173.png,cat,80,1,330,225
Cats_Test1174.png,cat,60,38,200,194
Cats_Test1175.png,dog,92,26,224,159
Cats_Test1176.png,dog,30,24,239,177
Cats_Test1177.png,dog,103,110,254,284
Cats_Test1178.png,dog,1,7,271,227
Cats_Test1179.png,dog,69,42,239,224
Cats_Test118.png,cat,221,8,424,228
Cats_Test1180.png,cat,28,34,210,239
Cats_Test1181.png,dog,99,59,284,201
Cats_Test1182.png,dog,254,75,366,169
Cats_Test1183.png,dog,102,104,344,278
Cats_Test1184.png,dog,187,86,351,231
Cats_Test1185.png,dog,175,43,315,166
Cats_Test1186.png,dog,111,166,316,331
Cats_Test1187.png,dog,329,108,415,182
Cats_Test1188.png,dog,13,13,152,157
Cats_Test1189.png,dog,304,114,408,221
Cats_Test119.png,cat,51,50,294,318
Cats_Test1190.png,cat,147,55,310,186
Cats_Test1191.png,cat,140,17,276,158
Cats_Test1192.png,dog,169,25,336,216
Cats_Test1193.png,cat,70,1,243,172
Cats_Test1194.png,dog,182,123,383,294
Cats_Test1195.png,dog,157,64,277,143
Cats_Test1196.png,dog,147,156,254,256
Cats_Test1197.png,cat,116,154,244,324
Cats_Test1198.png,dog,40,60,291,243
Cats_Test1199.png,dog,306,101,415,168
Cats_Test12.png,dog,101,22,183,122
Cats_Test120.png,dog,96,41,137,90
Cats_Test1200.png,cat,68,1,228,190
Cats_Test1201.png,dog,165,55,361,312
Cats_Test1202.png,cat,102,62,180,135
Cats_Test1203.png,cat,91,5,179,96
Cats_Test1204.png,dog,284,58,363,128
Cats_Test1205.png,cat,241,16,349,127
Cats_Test1206.png,dog,214,90,306,164
Cats_Test1207.png,dog,167,10,370,315
Cats_Test1208.png,dog,269,46,361,144
Cats_Test1209.png,dog,49,20,301,318
Cats_Test121.png,dog,126,38,245,163
Cats_Test1210.png,cat,36,29,125,130
Cats_Test1211.png,dog,95,52,213,130
Cats_Test1212.png,cat,73,45,289,262
Cats_Test1213.png,dog,128,38,318,304
Cats_Test1214.png,dog,74,8,197,156
Cats_Test1215.png,dog,236,19,400,192
Cats_Test1216.png,cat,175,23,338,188
Cats_Test1217.png,dog,72,35,273,212
Cats_Test1218.png,cat,96,246,179,328
Cats_Test1219.png,dog,129,37,266,145
Cats_Test122.png,dog,210,51,379,170
Cats_Test1220.png,dog,104,26,223,122
Cats_Test1221.png,dog,97,18,290,245
Cats_Test1222.png,dog,183,60,401,256
Cats_Test1223.png,dog,99,140,220,278
Cats_Test1224.png,dog,100,46,327,302
Cats_Test1225.png,dog,145,7,284,143
Cats_Test1226.png,dog,142,11,359,180
Cats_Test1227.png,cat,66,52,267,263
Cats_Test1228.png,dog,12,54,268,229
Cats_Test1229.png,dog,145,76,251,223
Cats_Test123.png,cat,184,64,379,265
Cats_Test1230.png,dog,321,20,474,140
Cats_Test1231.png,dog,167,81,302,212
Cats_Test1232.png,cat,102,28,249,182
Cats_Test1233.png,cat,16,16,431,357
Cats_Test1234.png,dog,77,112,267,285
Cats_Test1235.png,dog,76,49,177,109
Cats_Test1236.png,cat,83,59,261,256
Cats_Test1237.png,cat,201,60,348,213
Cats_Test1238.png,dog,29,46,327,269
Cats_Test1239.png,cat,28,155,230,352
Cats_Test124.png,cat,1,1,237,216
Cats_Test1240.png,dog,70,17,145,94
Cats_Test1241.png,dog,60,106,192,251
Cats_Test1242.png,cat,70,77,324,319
Cats_Test1243.png,cat,122,57,317,251
Cats_Test1244.png,cat,206,1,354,130
Cats_Test1245.png,dog,86,29,202,108
Cats_Test1246.png,cat,1,18,250,305
Cats_Test1247.png,dog,105,92,244,230
Cats_Test1248.png,cat,1,80,375,345
Cats_Test1249.png,cat,135,80,271,244
Cats_Test125.png,cat,137,89,227,169
Cats_Test1250.png,cat,54,1,452,330
Cats_Test1251.png,cat,85,141,243,300
Cats_Test1252.png,dog,84,31,212,150
Cats_Test1253.png,cat,25,19,322,254
Cats_Test1254.png,dog,65,31,240,163
Cats_Test1255.png,cat,111,128,201,227
Cats_Test1256.png,cat,60,16,290,244
Cats_Test1257.png,cat,37,16,227,208
Cats_Test1258.png,cat,170,67,318,224
Cats_Test1259.png,dog,92,20,205,126
Cats_Test126.png,cat,320,10,448,140
Cats_Test1260.png,cat,241,30,408,201
Cats_Test1261.png,dog,152,72,222,135
Cats_Test1262.png,dog,37,44,159,159
Cats_Test1263.png,cat,82,134,236,299
Cats_Test1264.png,cat,170,25,329,196
Cats_Test1265.png,cat,47,108,362,384
Cats_Test1266.png,dog,133,43,408,265
Cats_Test1267.png,cat,261,87,371,196
Cats_Test1268.png,dog,19,28,238,277
Cats_Test1269.png,cat,141,1,397,284
Cats_Test127.png,dog,135,38,418,305
Cats_Test1270.png,cat,164,71,252,163
Cats_Test1271.png,cat,54,130,324,361
Cats_Test1272.png,dog,104,28,249,172
Cats_Test1273.png,cat,304,33,431,179
Cats_Test1274.png,dog,98,24,182,129
Cats_Test1275.png,dog,18,33,327,275
Cats_Test1276.png,dog,149,1,323,128
Cats_Test1277.png,cat,132,80,248,209
Cats_Test1278.png,dog,111,6,353,239
Cats_Test1279.png,cat,28,19,236,240
Cats_Test128.png,cat,154,77,225,156
Cats_Test1280.png,dog,34,32,300,304
Cats_Test1281.png,dog,115,20,269,142
Cats_Test1282.png,dog,59,56,301,282
Cats_Test1283.png,dog,120,70,297,198
Cats_Test1284.png,dog,46,50,311,279
Cats_Test1285.png,dog,116,58,209,132
Cats_Test1286.png,dog,166,85,353,246
Cats_Test1287.png,dog,169,26,267,144
Cats_Test1288.png,dog,1,1,367,303
Cats_Test1289.png,dog,238,125,310,213
Cats_Test129.png,dog,166,65,286,203
Cats_Test1290.png,cat,88,87,204,182
Cats_Test1291.png,dog,130,1,274,180
Cats_Test1292.png,cat,17,74,206,236
Cats_Test1293.png,dog,235,45,356,174
Cats_Test1294.png,cat,79,11,233,189
Cats_Test1295.png,dog,41,17,151,94
Cats_Test1296.png,cat,200,106,278,179
Cats_Test1297.png,dog,203,8,443,243
Cats_Test1298.png,dog,90,84,166,183
Cats_Test1299.png,dog,145,34,350,231
Cats_Test13.png,dog,263,67,358,164
Cats_Test130.png,dog,181,41,335,185
Cats_Test1300.png,dog,12,25,303,340
Cats_Test1301.png,cat,106,25,290,209
Cats_Test1302.png,cat,318,58,483,222
Cats_Test1303.png,dog,167,30,322,167
Cats_Test1304.png,dog,105,63,257,194
Cats_Test1305.png,dog,184,33,408,213
Cats_Test1306.png,cat,41,1,267,235
Cats_Test1307.png,dog,149,4,380,352
Cats_Test1308.png,cat,183,71,239,124
Cats_Test1309.png,dog,170,106,354,248
Cats_Test131.png,dog,105,25,229,165
Cats_Test1310.png,cat,51,1,239,141
Cats_Test1311.png,dog,100,114,212,242
Cats_Test1312.png,cat,11,17,94,99
Cats_Test1313.png,dog,92,132,247,265
Cats_Test1314.png,dog,151,127,293,244
Cats_Test1315.png,dog,111,4,348,253
Cats_Test1316.png,cat,137,82,217,168
Cats_Test1317.png,dog,165,73,356,235
Cats_Test1318.png,dog,110,71,253,191
Cats_Test1319.png,dog,169,6,377,212
Cats_Test132.png,dog,131,20,356,247
Cats_Test1320.png,dog,331,72,446,199
Cats_Test1321.png,dog,20,48,362,373
Cats_Test1322.png,dog,172,15,382,193
Cats_Test1323.png,dog,193,37,414,261
Cats_Test1324.png,dog,114,112,233,223
Cats_Test1325.png,cat,87,109,130,164
Cats_Test1326.png,dog,118,37,274,235
Cats_Test1327.png,dog,103,53,309,226
Cats_Test1328.png,dog,77,22,332,299
Cats_Test1329.png,dog,84,111,194,202
Cats_Test133.png,cat,156,155,270,299
Cats_Test1330.png,cat,125,14,179,80
Cats_Test1331.png,dog,15,1,155,102
Cats_Test1332.png,cat,316,64,407,161
Cats_Test1333.png,cat,244,37,375,172
Cats_Test1334.png,dog,41,53,163,201
Cats_Test1335.png,dog,283,39,368,132
Cats_Test1336.png,cat,226,6,335,118
Cats_Test1337.png,cat,269,19,349,93
Cats_Test1338.png,dog,181,43,296,154
Cats_Test1339.png,cat,104,17,327,238
Cats_Test134.png,dog,84,31,216,171
Cats_Test1340.png,dog,133,8,419,314
Cats_Test1341.png,dog,138,69,256,179
Cats_Test1342.png,dog,148,136,306,282
Cats_Test1343.png,cat,137,19,479,331
Cats_Test1344.png,dog,139,70,365,256
Cats_Test1345.png,dog,104,159,241,291
Cats_Test1346.png,dog,50,38,307,425
Cats_Test1347.png,dog,176,65,359,235
Cats_Test1348.png,dog,259,50,381,235
Cats_Test1349.png,dog,57,31,398,332
Cats_Test135.png,cat,183,7,320,140
Cats_Test1350.png,dog,184,56,284,177
Cats_Test1351.png,dog,218,64,356,202
Cats_Test1352.png,dog,288,94,374,193
Cats_Test1353.png,cat,14,16,385,348
Cats_Test1354.png,dog,149,177,215,255
Cats_Test1355.png,dog,85,110,306,290
Cats_Test1356.png,dog,128,21,357,288
Cats_Test1357.png,dog,110,66,246,202
Cats_Test1358.png,cat,121,15,262,173
Cats_Test1359.png,dog,111,13,281,236
Cats_Test136.png,dog,80,52,365,254
Cats_Test1360.png,dog,88,73,233,202
Cats_Test1361.png,dog,140,4,236,128
Cats_Test1362.png,dog,32,6,253,328
Cats_Test1363.png,dog,158,140,279,219
Cats_Test1364.png,dog,250,97,355,181
Cats_Test1365.png,cat,191,63,277,156
Cats_Test1366.png,dog,193,47,340,154
Cats_Test1367.png,dog,171,78,337,209
Cats_Test1368.png,dog,137,61,192,148
Cats_Test1369.png,dog,168,64,312,202
Cats_Test137.png,dog,26,1,373,305
Cats_Test1370.png,dog,63,146,174,307
Cats_Test1371.png,dog,121,146,249,271
Cats_Test1372.png,dog,85,67,233,212
Cats_Test1373.png,dog,148,18,361,191
Cats_Test1374.png,dog,1,21,320,328
Cats_Test1375.png,cat,351,106,470,227
Cats_Test1376.png,dog,210,77,266,161
Cats_Test1377.png,dog,89,43,352,281
Cats_Test1378.png,dog,69,193,253,382
Cats_Test1379.png,dog,112,1,388,283
Cats_Test138.png,dog,253,97,371,175
Cats_Test1380.png,dog,134,66,432,328
Cats_Test1381.png,dog,78,7,341,191
Cats_Test1382.png,cat,120,26,339,288
Cats_Test1383.png,dog,194,1,474,228
Cats_Test1384.png,dog,172,64,342,229
Cats_Test1385.png,cat,145,127,296,289
Cats_Test1386.png,dog,110,47,253,263
Cats_Test1387.png,dog,144,62,448,339
Cats_Test1388.png,cat,94,7,173,98
Cats_Test1389.png,dog,288,49,463,217
Cats_Test139.png,cat,102,58,201,161
Cats_Test1390.png,cat,369,64,450,146
Cats_Test1391.png,dog,83,34,391,309
Cats_Test1392.png,cat,115,81,252,219
Cats_Test1393.png,dog,35,1,280,327
Cats_Test1394.png,dog,31,24,310,331
Cats_Test1395.png,dog,64,55,256,234
Cats_Test1396.png,dog,135,15,272,253
Cats_Test1397.png,dog,226,192,319,291
Cats_Test1398.png,dog,290,48,491,188
Cats_Test1399.png,dog,177,37,422,280
Cats_Test14.png,dog,182,95,274,171
Cats_Test140.png,dog,186,80,327,228
Cats_Test1400.png,dog,55,17,248,189
Cats_Test1401.png,cat,45,18,326,324
Cats_Test1402.png,cat,177,35,330,200
Cats_Test1403.png,dog,86,33,349,256
Cats_Test1404.png,dog,150,22,295,145
Cats_Test1405.png,dog,25,16,347,333
Cats_Test1406.png,cat,103,41,342,245
Cats_Test1407.png,cat,165,102,420,344
Cats_Test1408.png,dog,63,266,162,352
Cats_Test1409.png,dog,64,64,266,282
Cats_Test141.png,dog,82,15,329,234
Cats_Test1410.png,dog,39,43,339,359
Cats_Test1411.png,dog,248,61,358,189
Cats_Test1412.png,dog,273,142,309,185
Cats_Test1413.png,dog,136,30,322,222
Cats_Test1414.png,dog,88,41,363,273
Cats_Test1415.png,cat,331,91,408,172
Cats_Test1416.png,dog,103,96,254,256
Cats_Test1417.png,dog,95,58,381,270
Cats_Test1418.png,dog,17,188,141,303
Cats_Test1419.png,cat,38,63,108,147
Cats_Test142.png,dog,31,31,271,236
Cats_Test1420.png,cat,51,24,113,108
Cats_Test1421.png,cat,168,27,324,197
Cats_Test1422.png,dog,164,7,500,333
Cats_Test1423.png,dog,53,12,232,137
Cats_Test1424.png,dog,111,77,312,277
Cats_Test1425.png,dog,31,12,372,295
Cats_Test1426.png,cat,224,3,368,153
Cats_Test1427.png,dog,126,90,334,280
Cats_Test1428.png,cat,93,28,232,178
Cats_Test1429.png,cat,114,70,199,151
Cats_Test143.png,dog,41,18,207,166
Cats_Test1430.png,cat,142,1,190,48
Cats_Test1431.png,dog,134,207,328,393
Cats_Test1432.png,dog,176,102,312,244
Cats_Test1433.png,dog,163,71,341,256
Cats_Test1434.png,cat,29,6,245,209
Cats_Test1435.png,dog,103,199,223,298
Cats_Test1436.png,dog,41,46,327,255
Cats_Test1437.png,dog,117,76,213,234
Cats_Test1438.png,cat,105,38,227,157
Cats_Test1439.png,dog,239,47,386,203
Cats_Test144.png,cat,152,40,359,221
Cats_Test1440.png,cat,60,65,303,308
Cats_Test1441.png,dog,58,32,170,100
Cats_Test1442.png,cat,54,26,313,298
Cats_Test1443.png,dog,190,143,282,253
Cats_Test1444.png,cat,195,10,278,100
Cats_Test1445.png,dog,110,34,339,318
Cats_Test1446.png,dog,109,13,338,346
Cats_Test1447.png,dog,292,15,416,196
Cats_Test1448.png,dog,104,78,240,250
Cats_Test1449.png,dog,160,93,300,224
Cats_Test145.png,dog,31,19,182,172
Cats_Test1450.png,cat,22,69,105,157
Cats_Test1451.png,cat,297,80,433,230
Cats_Test1452.png,dog,77,53,463,297
Cats_Test1453.png,dog,135,13,293,216
Cats_Test1454.png,dog,46,182,351,375
Cats_Test1455.png,cat,92,91,243,259
Cats_Test1456.png,dog,51,49,217,203
Cats_Test1457.png,dog,158,29,339,245
Cats_Test1458.png,cat,72,105,288,291
Cats_Test1459.png,dog,49,1,313,193
Cats_Test146.png,cat,154,38,336,238
Cats_Test1460.png,dog,84,86,204,196
Cats_Test1461.png,dog,172,5,395,231
Cats_Test1462.png,dog,185,105,328,201
Cats_Test1463.png,dog,66,184,287,329
Cats_Test1464.png,dog,204,92,292,185
Cats_Test1465.png,dog,94,11,341,215
Cats_Test1466.png,cat,28,81,325,380
Cats_Test1467.png,dog,80,35,201,125
Cats_Test1468.png,cat,75,36,448,382
Cats_Test1469.png,cat,192,44,275,153
Cats_Test147.png,dog,59,45,280,310
Cats_Test1470.png,cat,117,1,398,304
Cats_Test1471.png,cat,260,60,375,143
Cats_Test1472.png,dog,22,37,201,220
Cats_Test1473.png,cat,1,4,375,321
Cats_Test1474.png,dog,120,21,168,72
Cats_Test1475.png,cat,51,120,151,230
Cats_Test1476.png,cat,173,10,374,208
Cats_Test1477.png,dog,188,103,334,261
Cats_Test1478.png,cat,20,9,262,245
Cats_Test1479.png,cat,45,103,194,225
Cats_Test148.png,dog,146,115,286,225
Cats_Test1480.png,dog,103,69,194,144
Cats_Test1481.png,dog,52,1,440,299
Cats_Test1482.png,cat,126,40,411,256
Cats_Test1483.png,dog,91,127,187,225
Cats_Test1484.png,dog,120,46,200,139
Cats_Test1485.png,cat,193,41,317,146
Cats_Test1486.png,dog,31,31,104,119
Cats_Test1487.png,cat,70,21,331,282
Cats_Test1488.png,cat,129,38,243,182
Cats_Test1489.png,dog,69,36,145,105
Cats_Test149.png,dog,24,16,167,162
Cats_Test1490.png,cat,10,1,343,300
Cats_Test1491.png,dog,232,30,360,156
Cats_Test1492.png,cat,43,106,204,288
Cats_Test1493.png,dog,90,85,287,245
Cats_Test1494.png,cat,84,16,386,275
Cats_Test1495.png,dog,225,90,308,193
Cats_Test1496.png,dog,49,19,315,245
Cats_Test1497.png,dog,94,153,260,314
Cats_Test1498.png,dog,122,23,319,285
Cats_Test1499.png,dog,55,1,305,239
Cats_Test15.png,dog,111,14,275,254
Cats_Test150.png,dog,234,56,310,152
Cats_Test1500.png,dog,120,44,198,116
Cats_Test1501.png,dog,104,28,357,213
Cats_Test1502.png,cat,184,4,421,238
Cats_Test1503.png,dog,204,102,297,177
Cats_Test1504.png,cat,43,57,94,105
Cats_Test1505.png,cat,166,34,306,177
Cats_Test1506.png,dog,157,46,304,181
Cats_Test1507.png,dog,74,16,333,279
Cats_Test1508.png,cat,117,25,314,227
Cats_Test1509.png,dog,142,55,278,163
Cats_Test151.png,dog,359,82,432,174
Cats_Test1510.png,cat,71,83,315,306
Cats_Test1511.png,dog,80,4,251,121
Cats_Test1512.png,dog,148,69,387,241
Cats_Test1513.png,cat,16,9,302,305
Cats_Test1514.png,dog,90,72,221,208
Cats_Test1515.png,dog,81,39,293,240
Cats_Test1516.png,dog,246,24,357,122
Cats_Test1517.png,cat,153,81,333,221
Cats_Test1518.png,dog,94,42,347,359
Cats_Test1519.png,cat,102,37,252,204
Cats_Test152.png,dog,58,14,221,146
Cats_Test1520.png,dog,222,74,302,186
Cats_Test1521.png,dog,133,11,336,263
Cats_Test1522.png,dog,203,84,274,174
Cats_Test1523.png,cat,226,215,355,354
Cats_Test1524.png,dog,169,5,346,238
Cats_Test1525.png,cat,149,27,255,138
Cats_Test1526.png,dog,228,100,330,217
Cats_Test1527.png,dog,187,1,426,336
Cats_Test1528.png,dog,132,197,237,283
Cats_Test1529.png,cat,179,8,317,150
Cats_Test153.png,cat,39,56,242,266
Cats_Test1530.png,cat,109,7,151,57
Cats_Test1531.png,cat,44,87,234,335
Cats_Test1532.png,dog,21,28,157,133
Cats_Test1533.png,dog,165,85,325,222
Cats_Test1534.png,dog,133,80,256,188
Cats_Test1535.png,cat,134,94,241,235
Cats_Test1536.png,dog,84,104,322,320
Cats_Test1537.png,cat,114,42,175,107
Cats_Test1538.png,cat,89,1,291,151
Cats_Test1539.png,cat,176,33,367,262
Cats_Test154.png,dog,118,52,272,274
Cats_Test1540.png,dog,82,11,359,234
Cats_Test1541.png,dog,292,175,439,302
Cats_Test1542.png,dog,82,8,316,192
Cats_Test1543.png,dog,99,33,287,188
Cats_Test1544.png,dog,160,57,428,291
Cats_Test1545.png,dog,199,181,386,326
Cats_Test1546.png,cat,112,14,393,298
Cats_Test1547.png,dog,134,56,293,280
Cats_Test1548.png,dog,180,109,312,241
Cats_Test1549.png,dog,205,185,241,231
Cats_Test155.png,dog,182,94,350,278
Cats_Test1550.png,dog,45,37,161,123
Cats_Test1551.png,dog,27,29,307,362
Cats_Test1552.png,dog,183,109,298,194
Cats_Test1553.png,dog,87,51,366,302
Cats_Test1554.png,cat,186,38,336,170
Cats_Test1555.png,cat,128,106,380,345
Cats_Test1556.png,dog,193,62,272,142
Cats_Test1557.png,dog,65,37,256,193
Cats_Test1558.png,cat,86,16,193,135
Cats_Test1559.png,dog,110,26,338,295
Cats_Test156.png,cat,89,10,154,75
Cats_Test1560.png,dog,130,62,194,110
Cats_Test1561.png,cat,112,131,211,247
Cats_Test1562.png,dog,115,290,278,436
Cats_Test1563.png,dog,88,53,164,137
Cats_Test1564.png,dog,194,47,307,262
Cats_Test1565.png,dog,127,65,347,329
Cats_Test1566.png,dog,108,197,256,359
Cats_Test1567.png,dog,134,65,324,246
Cats_Test1568.png,cat,61,67,157,175
Cats_Test1569.png,dog,122,148,375,345
Cats_Test157.png,dog,10,41,144,230
Cats_Test1570.png,dog,78,109,283,284
